Role	Perspective	Actor Keyword(s)	Target Keyword(s)	Behavior Path	Animation Path(s)
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft	Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Left, Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight	Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft	Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM\Injured\Left, Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredRight	Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd		Anims1hmShortWeapon, Anims1hmWeapon, AnimsRipper	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\Ripper, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft	Anims1hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\Paired, Actors\Character\Animations\1HM
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft	Anims1hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Left, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims1hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft	Anims1hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Left, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims1hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft	Anims1hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Left, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims1hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft	Anims1hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM\Injured\Left, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\Paired, Actors\Character\Animations\1HM
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims1hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\Paired, Actors\Character\Animations\1HM
Weapon	3rd	ActorMobilityInjuredRight	Anims1hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM\Injured\Right, Actors\Character\Animations\Paired, Actors\Character\Animations\1HM
Weapon	3rd		Anims1hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft	Anims2hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft	Anims2hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Left, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims2hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Right, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Right, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft	Anims2hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Left, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims2hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Right, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Right, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft	Anims2hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Left, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims2hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Right, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HM\Injured\Right, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft	Anims2hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\2HM\Injured\Left, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\2HM\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims2hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\2HM\Injured\Right, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredRight	Anims2hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\2HM\Injured\Right, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd		Anims2hmWeapon	Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft	Anims2hmWideWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight	Anims2hmWideWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft	Anims2hmWideWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\Left, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims2hmWideWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\OnGround, Actors\Character\Animations\2HM\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims2hmWideWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\Right, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight	Anims2hmWideWeapon	Actors\Character\Behaviors\BothArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\Right, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft	Anims2hmWideWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\Left, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims2hmWideWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\OnGround, Actors\Character\Animations\2HM\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims2hmWideWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\Right, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight	Anims2hmWideWeapon	Actors\Character\Behaviors\LeftArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\Right, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight	Anims2hmWideWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft	Anims2hmWideWeapon	Actors\Character\Behaviors\RightArmInjuredMeleeWrappingBehavior.hkx	Actors\Character\Animations\2HMWide\Injured\Left, Actors\Character\Animations\2HMWide, Actors\Character\Animations\2HM, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired
